original_message,encoded_message,algorithm,error,probability,decoded_message
dzqlfgdkdvvnyvfkcolrblvoawxtbjnvrcjggweklonyxhseuauiqfwwxdgbidbuvbnekwwuwwduplgkrsorefckx,H00001100010001101101001110001011101100011001100110011101100100001101011011001000111011001110100011011100111100101110110011001101011010110110001101101111011011000111001011100010011011000111011001001111011000010111011101111000011101000110001001101010011011110011101100111001001100011011010100110011101100111011101110110010101101001011011000110111111101110011110010111100001101000011100110110010101110101011000010111010101101001111100010110011001110111011101110111100001100100011001110110001001101001011001000110000100101010101110110011000100110111001100101010010110111011101110111011101011111011101110111011001000111010101111000011011000110010101101010011100100111001101101111011100100110010101100110011000110110101101111000,Hamming,True,0.04,dzqlfgdkdvtnyvfkcolrâlvOawxtbjnvrcjggweiloîyxhse5auiñfwwxdgbidbUvbneKwwu÷wduxlejrsorefckx
ywejrocguspfurwhdjdnhijhwgtmbnswhctmfmwmcrntzihnoenfckatxhkppjna,H110011101001011010111011001010101010100111001001101111011000110111001110111010101110011011101000110011001110101011100100111011100110100001100100011010100110010001101110011010000110100101101010011010000111011101100011011101000110111101100010011011100111001010111011101101000011000110111010001101101011001100110110101110111011011010110001101110010011011100111010001111010011010010010100001101110011011110110010101101110011001100110001101101011011000010111010000111000011010000110101101110000011100000110101001101101001100001,Hamming,True,0.04,ywejrocgustfurwhdjdnhijhwcdobnswhctmfmwmcrntzi(noenfckat8hkppjna
onlyxpaweupjxupmslbbkfrvxorqcluuohlapzuahmwilvmkkzflidomahhbxqqosqzusralmgdnnlpskxqrwafxlnofdwhlyvo,H1100110011110111011100110110001111100101101000011110000110000100011011101100101011101000111000001101010011110000111010101110000101101101011100110110110001100010011000100110101101100110011100100111011001111000011011111111001000110001011000110110110001110110101110101011011110110100001101100011000010111000001111010011101010110000101101010011011010111011101001101011011000111011001101101011010110110101101111010011001100110110001101001011001000110111101101101011000010110100011101000011000100111100001110000011100001011011110111001100110001011110100111010101110011011100100110000101101100011011010110011101100100011011100110111001111100011100000111001101101011011110000111000101110010011101110110000101100110011110000110110001101110011011110110011001100100011101110110100001101100011110010111011001101111,Hamming,True,0.04,onlyhxa7etpjxupmslbbkfrvxoò1clwuohlapzuajmwMlvmkkzflidomaièbxpqos1zusralmgdnn|pskxqrwafxlnofdwhlyvo
jgsgrdxrojkotj,H01001100101001110011101110011011100111011100100110010001111000011110010011011110110101001101011011011110111010001101010,Hamming,True,0.02,jgsgrdxrojkotj
wtfmanufnggsjqvuhxwkvoudednvcuckyazampxzefgjetwxfenymfkvqltdlfcbjodjjbeuezgdixqzdvmezpthayldfidg,H1101111101110111101000110011001010110101100001011011100111010100110011001101110011001110110011101110011011010100111010101110110001110101011010000111100001111111011010110111011001101111011101010110010001100101011001000110111001110110011000110111010101100011101101011011110010110000101111010011000010110110101110000011110000111101001100101011001100110011101101010011001010111010001110111011110000110011001100101011011100111100101101101011001100110101101110110011100110110110001110100011001000110110001100110011000111011000100110101001101111010001000110101001101010011000100110010111110101011001010111101001100111011001000110100101111000011100010111101001100100011101100110110101100101011110100111000001110100011010100110000101111001011011000110010001100110011010010110110001100111,Hamming,True,0.013333333333333334,wtfmanufnçgsjuvuhxkvoudednvcuckyazampxzefgjetwxfenymfkvsltdlfcbjoDjjbeõezgdixqzdvmezptjayldfilg
jtasybfsjzjlphypkcafcldg,F0110101001110100011001010111001101111001011000100110011001110011011010100111101001101010011011000111000001101000011110010111000001101011011000110110000101100110011100110110110001100100011001115d84,Fletcher,True,0.01,jtesybfsjzjlphypkcafsldg
istkcjevmqkgipthqliejmtjzgdklpnrybj,F01101001011100110111010001101011011100110110101001100101011101100110110101110001011010110110011101101001011100001111010001101000011100010110110001101001011001010110101001101101011101000110101001111010011001110110000001101011011011000111000001101110011100100111100101100010011010105d48,Fletcher,True,0.01,istksjevmqkgipôhqliejmtjzg`klpnrybj
iuwaijlxtsdirgtitejf,H000011011001011110101011101111111001010110100101101010011011000111110000111010001110011011001000110100101110010011001110111010000110100101110100011001010110001001100110,Hamming,True,0.01,iuwåijlxtsdirgtitebd
johjyveeioxfarxvlxyvjyvltudjeotchlr,F0010101011101111011010000110101001111001011101100110010101100101011010010110111101111000011001100110000101110010011110000111011001111100011110000111100101110110011010100111100101110110011011000111010001110101011001000110101001100101011011110111010001100011011010000110110001110010084b,Fletcher,True,0.01,*ïhjyveeioxfarxv|xyvjyvltudjeotchlr
wbcyqvzfzynmotlurszfcfplxovztughpqqrfcvdlaceawxbmuoufrwafus,H0001111001110110000100110000101111100101110001011101100111101000110011001111010011110010110111001101101011011110111010001101100001100101011100100111001101111010011000100110001101100110011100000110110001111000011011110011011001111010011101000111010101100110101101000011100000111000101110001011100100110001001100011011101100110010001101100011000010110001101100101011000010111011101111000011000100110110101110101011011110111010101100110011100100111011101100001011001100111010101110011,Hamming,True,0.02,wbayqvzfzynmotlerszbcfplxo6ztughpqqrbcvdlaceawxbmuoufrwa&us
suujulrqcvjaxbzhennrhmsvacdwtagfouhxqlmkenqycnxcfzsqmsuxeqtyrmidhihgtjsrwkkldzuhyso,H01011111001101111010101110101010101010111101010110110001100010011110001011000110111011001101010011100010111100001100010011110101011010000110010101101110011011100111001001101000011011010111001101110110011000010110001101100100011101110111010001100001011001001011001100110101101100101011010000111100001110001011011000110110101101011011001010110111001110001011110010110001100101110011110000110001101100110011110100111001101110001011011010111001101110101011110000110010101110001011101000111100101110010011011010110100010010010001101000011010010110100001100011011101000110101001110011011100100111011101101011011010110110110001100100011110100111010101101000011110010111001111101111,Hamming,True,0.01,suujõlbqcvjqxbzhennrhmsvacdwtaefkehxqlmkenqyc.xcfzsqmsuxeqtyrmy$hihctjsrwkkldzuhysî
xburefgghvspdycdwslrilnqgcogngrcliahlmzcmhlheyqhfzxkrrrvouswdpdhubrnkhzvobg,H1000111110000111000100111010101011001001100101011001100110011100110011101101000011101100111001101110000011001000111100101100011101100100011101110111001101101100011100100110100101101100011011100111000101100111011000110110111101100111011011100110010101110011001100011011011000110100101101001011010000110110001101101011110100110001101101101011010000110110001101000011001010111100101110001011010000110011001111010011100000110101101110010011100100111001001110110011011110111010101110011011101111110010001110000011001000011010000111010101100010011100100110111001101011001010000111101001110110011011110110001001100111,Hamming,True,0.02,xburefgghvspdycdwslrilnqgcognercliihlmzcmhlheyqhfzpkrrrv/uswäpdhubrnk(zvobf
jlbcxtdtnwmaxzchlaphkbphoadwmhwgexasawjdsvcbckbqoppvfcghuysavqucdqaajovaawifzapcidinjkkzjtuwhlwl,F011010100110110001100010011000110111100001110100011001000111010001101110011101110110110101100011011110000111001001110011011010000110110001100001011100000110100001101011011000100111000001101000011011110110000101100100011101110110110101101000011101110110011101100101011110000110000101110011011000010111011101101010011001000111001101110110011000110110001001100011011010110110101001110001011011110111000001110000011111100110011001100011011001111110000001110101011110010111001101100001011101100111000101110100011000110110010001110001011000010110000101101010011011110111011001100001011000010111011101101001011001100111101001100001011100000110001101101001011001000110100101101110011010100110101101101011011110100110101011110100011101010111011101101000011011000011011101101100dc1f,Fletcher,True,0.013333333333333334,jlbcxtdtnwmcxrshlaphkbphoadwmhwgexasawjdsvcbckjqopp~fcgàuysavqtcdqaajovaawifzapcidinjkkzjôuwhl7l
mrtjalsyjzgjmzdvspcpjdhwtnzglafpxibpyuvosdznnzmfgdeozyqbxhjnafhgvxdymyniuviomppbquwundqfejgbbsjduypl,F01101101011100100111010001101010011000010110110001110011011110010110101101111010011001110110101001101101011110100110010001110110011100110111000001100011011100000010101001100100011010000111011101110100011011100111101001100111011011000110000101100111011100000111100001101001011000100111000001111001011101010111011001101111011100110110010001111010011011100110111001111010011011010110011001100111011001000110010101101111011110100111100101110001011000100111100001101000011010100110111001100001011001100110100001100111011101100111100001100100011110010110110101111001011011100110000101110101011101100110100101101111011011010111000001110000011000100111000101110101011101110111011101101110011001000111000101100110011001010110101001100111011100100110001001110011011010100110010001110101011110010111000001101100de42,Fletcher,True,0.013333333333333334,mrtjalsykzgjmzdvspcp*dhwtnzglagpxibpyuvosdznnzmfgdeozyqbxhjnafhgvxdymynauviomppbquwwndqfejgrbsjduypl
pnwhwpihdkpdokwxproybhclvvlaunbbsoyhxisdrgxknifhtbqvkjjciafsfpzuijziawhpgiz,H1100111100000110011100111011101110100001110111011100000110100101110100001100100011010110111000001100100011011110110101101110111001111000011100000111001001100111011110010110001001101000011000110110110001110110011101100110010001100001011101010110111001100010001100010011100110110111101111001011010000111100001101001001100110110010001110010011001110111100001101011011011100110100101100110011010000111010001100010011100010111011001101011011010100110101001100011011010010110000101100110011100110110011001110000011110010011101010110100101101011111110100110000101100001010101110110100001110000011001110110100101111010,Hamming,True,0.04,pnwhwpihdkpdokwxprgybhclvvdaunbbsoyhxi3drgxkNifhtbqvkjjciafsfpzuikúaaWhpgiz
cwkqqlprsjmgchjijothefetjzfb,F01100011011101100110101101110001011100010110110001110000011100100111001101101010011011010110011101100011011010000110101001101001011010100110111101110100011010000110010101100110011001010111010001101010011110100110011001100010739f,Fletcher,True,0.01,cvkqqlprsjmgchjijothefetjzfb
mxhrqwdgjvgekqjsewfjdklz,F011011010111100001101000011100100111000101110111011001000110011101101010011101100110011101100101011010110111000101101010011100110110010101110111010001100110101001100100011010110100110001111010108d,Fletcher,True,0.013333333333333334,mxhrqwdgjvgekqjsewFjdkLz
ulbwcfnnaydyixreqytw,H010011100101011101100011000100111101110110001101100110011011100111001100110000101111001011001000101100101101001011110000111001010110010101110001011110000111010001110111,Hamming,True,0.01,ulâwcfnfaydYixreqxtv
fcxzelkrwvyimdocpssalozasjytxtlhrhotlscbaqnjopuglszyloufnmwopzojimvcqnvyxdjb,F0110011001100011011110000111101001100101011011000110101101110010011111110111011001111001011010010110110101100100011011110110001101110000011100110111001101101001011011000110111101111010011000010111001101101010011110010111010001111000011101000110110001101000011100100110100001101111011101000110110001110011011000110110001001100001011100010110111001101010011011110111000001110101011001110110110001110011011110000111100101101100011011110111010101100110011011100110110101110111011011110111000001111010011011110110101001101001011011011111011001100011011100010110111001110110011111010111100001100100011010100110001003c3,Fletcher,True,0.013333333333333334,fcxzelkrvyimdocpssilozasjytxtlhrhotlscbaqnjopuglsxyloufnmwopzojimöcqnv}xdjb
xxdvpltrublzakkzmpurkozjkattqmthoydhpudsjeckwcjrdtadamjyplynalsygnqhkp,H010011101000011011000011001000101101100111000001101100011101000111100100111010101100010011011100111101001110001011010110110101110111111001001101011100000111010101110010011010110110111101111010011010100110101101100001011101000111010001110001001011010111000000110100001101111011110010110010001101000011100000111010101100100011100110110101001100101011001110110101101110111011000110110101001110010011001000111000001100001011001000110000101101101011010100111100101110000011011000111100100101110011000010110110001110001101111001011001110110111001110001011010000110101101110000,Hamming,True,0.02,xxdvpltrubnzqkk~Mpurkozjkattq-phoy`hpudsjegkwcjrdpadamjyply.alsygnqhkp
xfpaweecnmoqjdbnidsdgumzfommryhkgegcsyelvnkexikfaqbtgctgumeehuttdxghcteuavoekmujxrpttkctxraozdptd,H000111111000011000110011100000101000010111011101100101011001010011000110110111001101101011011110111000101101010011001000110001000110111001101001011001000111001101100000011001110111010101101101011110100110011001101111011011010110110101110010011110010110100000110101101100111011001010110011101100001011100110111100101100101011011000111011001101110011010110110010101111000011010010110101101100110011000010111000101110010011101000110011101100011001101000110011101110101011011010110010101100101011010000111010101110100001110100011001000111100001100101001010000110001101110100011001010111010101100001011101100110111101100101011010110110110101110101011010100111100001110010011100000111010001110100011010110100001101110100011111000111001001100001011011110111101001100100011100000111010001100100,Hamming,True,0.04,xfpaweecnmoqjdbnids`gumzfommryhkgegasyelvnkexikfaqrtgc6gumeehuttdxe(cteuavoekmujxrpttkCt|raozdptd
ybbaaovfbwtzinoytljgwup,F01111011010000100110001001100001011000010110111101110110011001100110011001110111011101000111101001101001011011100110111101111001011101000110110001101010011001110111011101110101011100001908,Fletcher,True,0.01,{Bbaaovffwtzinoytljgwup
